id,flight_date,flight_number,airline_code,airline_name,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,status
2184,2025-06-09,2995,AI,Air India,DEL,BOM,10:15:00,10:30:00,12:40:00,12:14:00,15,15,on_time
2185,2025-06-09,9255,JL,Japan Airlines,DEL,BOM,08:00:00,08:02:00,10:25:00,09:50:00,2,2,on_time
2186,2025-06-09,5271,QF,Qantas,DEL,BOM,08:00:00,08:02:00,10:25:00,09:50:00,2,2,on_time
2187,2025-06-09,4730,TK,Turkish Airlines,DEL,BOM,08:00:00,08:02:00,10:25:00,09:50:00,2,2,on_time
2188,2025-06-09,8728,VS,Virgin Atlantic,DEL,BOM,08:00:00,08:02:00,10:25:00,09:50:00,2,2,on_time
2189,2025-06-09,9076,JL,Japan Airlines,DEL,BOM,09:00:00,09:10:00,11:35:00,10:52:00,11,11,on_time
2190,2025-06-09,5283,QF,Qantas,DEL,BOM,09:00:00,09:10:00,11:35:00,10:52:00,11,11,on_time
2191,2025-06-09,4734,TK,Turkish Airlines,DEL,BOM,09:00:00,09:10:00,11:35:00,10:52:00,11,11,on_time
2192,2025-06-09,8738,VS,Virgin Atlantic,DEL,BOM,09:00:00,09:10:00,11:35:00,10:52:00,11,11,on_time
2193,2025-06-09,2425,AI,Air India,DEL,BOM,10:55:00,11:12:00,13:20:00,12:56:00,17,17,delayed
2194,2025-06-09,6047,6E,IndiGo,DEL,BOM,11:00:00,11:07:00,13:20:00,12:54:00,7,7,on_time
2195,2025-06-09,9259,JL,Japan Airlines,DEL,BOM,10:00:00,09:58:00,12:20:00,11:44:00,0,0,on_time
2196,2025-06-09,5287,QF,Qantas,DEL,BOM,10:00:00,09:58:00,12:20:00,11:44:00,0,0,on_time
2197,2025-06-09,8742,VS,Virgin Atlantic,DEL,BOM,10:00:00,09:58:00,12:20:00,11:44:00,0,0,on_time
2198,2025-06-09,2945,AI,Air India,DEL,BOM,11:40:00,12:10:00,13:55:00,14:14:00,31,19,delayed
2199,2025-06-09,6051,6E,IndiGo,DEL,BOM,11:55:00,11:59:00,14:15:00,13:31:00,4,4,on_time
2200,2025-06-09,2993,AI,Air India,DEL,BOM,12:35:00,13:13:00,15:00:00,15:05:00,39,5,on_time
2201,2025-06-09,9261,JL,Japan Airlines,DEL,BOM,11:00:00,11:07:00,13:20:00,12:54:00,7,7,on_time
2202,2025-06-09,5291,QF,Qantas,DEL,BOM,11:00:00,11:07:00,13:20:00,12:54:00,7,7,on_time
2203,2025-06-09,8737,VS,Virgin Atlantic,DEL,BOM,11:00:00,11:07:00,13:20:00,12:54:00,7,7,on_time
2204,2025-06-09,6676,6E,IndiGo,DEL,BOM,13:00:00,13:34:00,15:20:00,15:30:00,35,10,on_time
2205,2025-06-09,2951,AI,Air India,DEL,BOM,13:15:00,13:45:00,15:35:00,15:38:00,31,3,on_time
2206,2025-06-09,6022,6E,IndiGo,DEL,BOM,14:15:00,14:32:00,16:35:00,16:30:00,17,17,delayed
2207,2025-06-09,2441,AI,Air India,DEL,BOM,14:20:00,14:51:00,16:40:00,16:49:00,31,9,on_time
2208,2025-06-09,9263,JL,Japan Airlines,DEL,BOM,11:55:00,11:59:00,14:15:00,13:31:00,4,4,on_time
2209,2025-06-09,5303,QF,Qantas,DEL,BOM,11:55:00,11:59:00,14:15:00,13:31:00,4,4,on_time
2210,2025-06-09,8732,VS,Virgin Atlantic,DEL,BOM,11:55:00,11:59:00,14:15:00,13:31:00,4,4,on_time
2211,2025-06-09,9565,MS,EgyptAir,DEL,BOM,12:35:00,13:13:00,15:00:00,15:05:00,39,5,on_time
2212,2025-06-09,2420,AI,Air India,DEL,BOM,14:55:00,15:13:00,17:20:00,17:11:00,18,18,delayed
2213,2025-06-09,2933,AI,Air India,DEL,BOM,15:30:00,15:38:00,17:45:00,17:35:00,9,9,on_time
2214,2025-06-09,6318,6E,IndiGo,DEL,BOM,15:30:00,15:35:00,17:50:00,17:18:00,6,6,on_time
2215,2025-06-09,1128,QP,Akasa Air,DEL,BOM,16:00:00,16:10:00,18:20:00,18:05:00,10,10,on_time
2216,2025-06-09,2941,AI,Air India,DEL,BOM,16:30:00,17:01:00,19:00:00,18:54:00,32,32,delayed
2217,2025-06-09,8780,BA,British Airways,DEL,BOM,13:00:00,13:34:00,15:20:00,15:30:00,35,10,on_time
2218,2025-06-09,9265,JL,Japan Airlines,DEL,BOM,13:00:00,13:34:00,15:20:00,15:30:00,35,10,on_time
2219,2025-06-09,5273,QF,Qantas,DEL,BOM,13:00:00,13:34:00,15:20:00,15:30:00,35,10,on_time
2220,2025-06-09,8730,VS,Virgin Atlantic,DEL,BOM,13:00:00,13:34:00,15:20:00,15:30:00,35,10,on_time
2221,2025-06-09,9267,JL,Japan Airlines,DEL,BOM,14:15:00,14:32:00,16:35:00,16:30:00,17,17,delayed
2222,2025-06-09,5281,QF,Qantas,DEL,BOM,14:15:00,14:32:00,16:35:00,16:30:00,17,17,delayed
2223,2025-06-09,8736,VS,Virgin Atlantic,DEL,BOM,14:15:00,14:32:00,16:35:00,16:30:00,17,17,delayed
2224,2025-06-09,9269,JL,Japan Airlines,DEL,BOM,15:30:00,15:35:00,17:50:00,17:18:00,6,6,on_time
2225,2025-06-09,5285,QF,Qantas,DEL,BOM,15:30:00,15:35:00,17:50:00,17:18:00,6,6,on_time
2226,2025-06-09,8741,VS,Virgin Atlantic,DEL,BOM,15:30:00,15:35:00,17:50:00,17:18:00,6,6,on_time
2227,2025-06-09,9271,JL,Japan Airlines,DEL,BOM,17:00:00,17:04:00,19:20:00,18:40:00,5,5,on_time
2228,2025-06-09,5297,QF,Qantas,DEL,BOM,17:00:00,17:04:00,19:20:00,18:40:00,5,5,on_time
2229,2025-06-09,8729,VS,Virgin Atlantic,DEL,BOM,17:00:00,17:04:00,19:20:00,18:40:00,5,5,on_time
2230,2025-06-09,864,6E,IndiGo,DEL,BOM,17:00:00,17:04:00,19:20:00,18:40:00,5,5,on_time
2231,2025-06-09,441,AI,Air India,DEL,BOM,17:15:00,17:33:00,20:05:00,19:06:00,18,18,delayed
2232,2025-06-09,2955,AI,Air India,DEL,BOM,17:55:00,18:18:00,20:15:00,19:54:00,24,24,delayed
2233,2025-06-09,9078,JL,Japan Airlines,DEL,BOM,18:00:00,18:31:00,20:20:00,20:12:00,31,31,delayed
2234,2025-06-09,5275,QF,Qantas,DEL,BOM,18:00:00,18:31:00,20:20:00,20:12:00,31,31,delayed
2235,2025-06-09,8731,VS,Virgin Atlantic,DEL,BOM,18:00:00,18:31:00,20:20:00,20:12:00,31,31,delayed
2236,2025-06-09,322,QO,Quikjet Cargo Airlines,DEL,BLR,03:15:00,03:36:00,06:00:00,05:56:00,22,22,delayed
2237,2025-06-09,5282,LH,Lufthansa,DEL,BLR,03:30:00,03:52:00,06:15:00,06:17:00,22,2,on_time
2238,2025-06-09,9856,LX,SWISS,DEL,BLR,03:30:00,03:52:00,06:15:00,06:17:00,22,2,on_time
2239,2025-06-09,2653,AI,Air India,DEL,BLR,03:30:00,03:52:00,06:15:00,06:17:00,22,2,on_time
2240,2025-06-09,2508,IX,Air India Express,DEL,BLR,05:00:00,05:24:00,08:00:00,07:39:00,25,25,delayed
2241,2025-06-09,4443,LO,LOT - Polish Airlines,DEL,BLR,05:45:00,05:47:00,08:40:00,08:03:00,2,2,on_time
2242,2025-06-09,1086,ET,Ethiopian Airlines,DEL,BLR,05:45:00,05:47:00,08:40:00,08:03:00,2,2,on_time
2243,2025-06-09,2409,AI,Air India,DEL,BLR,05:45:00,05:47:00,08:40:00,08:03:00,2,2,on_time
2244,2025-06-09,9178,AA,American Airlines,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2245,2025-06-09,3346,AF,Air France,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2246,2025-06-09,9050,JL,Japan Airlines,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2247,2025-06-09,5042,QF,Qantas,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2248,2025-06-09,8720,VS,Virgin Atlantic,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2249,2025-06-09,2069,6E,IndiGo,DEL,BLR,05:45:00,05:36:00,08:30:00,07:52:00,0,0,on_time
2250,2025-06-09,2803,AI,Air India,DEL,BLR,06:25:00,06:36:00,09:20:00,08:51:00,12,12,on_time
2251,2025-06-09,1170,IX,Air India Express,DEL,BLR,06:30:00,06:38:00,09:30:00,08:58:00,9,9,on_time
2252,2025-06-09,2103,6E,IndiGo,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2253,2025-06-09,2815,AI,Air India,DEL,BLR,07:30:00,07:45:00,10:10:00,10:04:00,16,16,delayed
2254,2025-06-09,9483,AI,Air India,DEL,BLR,05:00:00,05:24:00,08:00:00,07:39:00,25,25,delayed
2255,2025-06-09,2651,AI,Air India,DEL,BLR,08:00:00,08:16:00,10:50:00,10:33:00,16,16,delayed
2256,2025-06-09,2109,6E,IndiGo,DEL,BLR,08:00:00,08:03:00,10:55:00,10:25:00,3,3,on_time
2257,2025-06-09,427,AI,Air India,DEL,BLR,08:30:00,09:35:00,11:20:00,11:50:00,66,30,delayed
2258,2025-06-09,1089,ET,Ethiopian Airlines,DEL,BLR,06:25:00,06:36:00,09:20:00,08:51:00,12,12,on_time
2259,2025-06-09,2801,AI,Air India,DEL,BLR,09:00:00,09:08:00,11:50:00,11:33:00,8,8,on_time
2260,2025-06-09,2408,6E,IndiGo,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2261,2025-06-09,4953,SQ,Singapore Airlines,DEL,BLR,06:25:00,06:36:00,09:20:00,08:51:00,12,12,on_time
2262,2025-06-09,9479,AI,Air India,DEL,BLR,06:30:00,06:38:00,09:30:00,08:58:00,9,9,on_time
2263,2025-06-09,2415,AI,Air India,DEL,BLR,09:40:00,09:47:00,12:35:00,12:05:00,8,8,on_time
2264,2025-06-09,9179,AA,American Airlines,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2265,2025-06-09,9052,JL,Japan Airlines,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2266,2025-06-09,4774,KL,KLM,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2267,2025-06-09,2127,6E,IndiGo,DEL,BLR,10:45:00,10:57:00,13:35:00,13:17:00,13,13,on_time
2268,2025-06-09,2434,6E,IndiGo,DEL,BLR,11:30:00,11:43:00,14:25:00,14:01:00,13,13,on_time
2269,2025-06-09,5038,QF,Qantas,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2270,2025-06-09,8707,VS,Virgin Atlantic,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2271,2025-06-09,4718,TK,Turkish Airlines,DEL,BLR,07:00:00,07:02:00,09:55:00,09:20:00,3,3,on_time
2272,2025-06-09,2417,AI,Air India,DEL,BLR,12:10:00,12:23:00,14:55:00,14:45:00,14,14,on_time
2273,2025-06-09,5257,6E,IndiGo,DEL,BLR,13:00:00,13:20:00,15:55:00,15:37:00,20,20,delayed
2274,2025-06-09,4835,SQ,Singapore Airlines,DEL,BLR,08:00:00,08:16:00,10:50:00,10:33:00,16,16,delayed
2275,2025-06-09,9054,JL,Japan Airlines,DEL,BLR,08:00:00,08:03:00,10:55:00,10:25:00,3,3,on_time
2276,2025-06-09,4205,QF,Qantas,DEL,BLR,08:00:00,08:03:00,10:55:00,10:25:00,3,3,on_time
2277,2025-06-09,4716,TK,Turkish Airlines,DEL,BLR,08:00:00,08:03:00,10:55:00,10:25:00,3,3,on_time
2278,2025-06-09,8698,VS,Virgin Atlantic,DEL,BLR,08:00:00,08:03:00,10:55:00,10:25:00,3,3,on_time
2279,2025-06-09,2819,AI,Air India,DEL,BLR,14:10:00,14:15:00,17:00:00,16:31:00,5,5,on_time
2280,2025-06-09,176,6E,IndiGo,DEL,BLR,14:15:00,14:23:00,17:10:00,16:42:00,9,9,on_time
2281,2025-06-09,9062,JL,Japan Airlines,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2282,2025-06-09,4726,KL,KLM,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2283,2025-06-09,5040,QF,Qantas,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2284,2025-06-09,4717,TK,Turkish Airlines,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2285,2025-06-09,8710,VS,Virgin Atlantic,DEL,BLR,09:30:00,09:42:00,12:25:00,12:00:00,12,12,on_time
2286,2025-06-09,4875,SQ,Singapore Airlines,DEL,BLR,09:40:00,09:47:00,12:35:00,12:05:00,8,8,on_time
2287,2025-06-09,2664,AI,Air India,DEL,BLR,15:30:00,15:45:00,18:20:00,18:06:00,15,15,on_time
2288,2025-06-09,6054,6E,IndiGo,DEL,BLR,15:30:00,15:38:00,18:20:00,17:56:00,9,9,on_time
2289,2025-06-09,9056,JL,Japan Airlines,DEL,BLR,10:45:00,10:57:00,13:35:00,13:17:00,13,13,on_time
2290,2025-06-09,4201,QF,Qantas,DEL,BLR,10:45:00,10:57:00,13:35:00,13:17:00,13,13,on_time
2291,2025-06-09,8696,VS,Virgin Atlantic,DEL,BLR,10:45:00,10:57:00,13:35:00,13:17:00,13,13,on_time
2292,2025-06-09,9066,JL,Japan Airlines,DEL,BLR,13:00:00,13:20:00,15:55:00,15:37:00,20,20,delayed
2293,2025-06-09,5261,QF,Qantas,DEL,BLR,13:00:00,13:20:00,15:55:00,15:37:00,20,20,delayed
2294,2025-06-09,2817,AI,Air India,DEL,BLR,16:00:00,16:21:00,18:55:00,18:38:00,21,21,delayed
2295,2025-06-09,9063,JL,Japan Airlines,DEL,BLR,11:30:00,11:43:00,14:25:00,14:01:00,13,13,on_time
2296,2025-06-09,4739,KL,KLM,DEL,BLR,11:30:00,11:43:00,14:25:00,14:01:00,13,13,on_time
2297,2025-06-09,5044,QF,Qantas,DEL,BLR,11:30:00,11:43:00,14:25:00,14:01:00,13,13,on_time
2298,2025-06-09,8711,VS,Virgin Atlantic,DEL,BLR,11:30:00,11:43:00,14:25:00,14:01:00,13,13,on_time
2299,2025-06-09,1088,ET,Ethiopian Airlines,DEL,BLR,12:10:00,12:23:00,14:55:00,14:45:00,14,14,on_time
2300,2025-06-09,8717,VS,Virgin Atlantic,DEL,BLR,13:00:00,13:20:00,15:55:00,15:37:00,20,20,delayed
2301,2025-06-09,1076,ET,Ethiopian Airlines,DEL,BLR,14:10:00,14:15:00,17:00:00,16:31:00,5,5,on_time
2302,2025-06-09,9207,JL,Japan Airlines,DEL,BLR,14:15:00,14:23:00,17:10:00,16:42:00,9,9,on_time
2303,2025-06-09,4203,QF,Qantas,DEL,BLR,14:15:00,14:23:00,17:10:00,16:42:00,9,9,on_time
2304,2025-06-09,8697,VS,Virgin Atlantic,DEL,BLR,14:15:00,14:23:00,17:10:00,16:42:00,9,9,on_time
2305,2025-06-09,9209,JL,Japan Airlines,DEL,BLR,15:30:00,15:38:00,18:20:00,17:56:00,9,9,on_time
2306,2025-06-09,4209,QF,Qantas,DEL,BLR,15:30:00,15:38:00,18:20:00,17:56:00,9,9,on_time
2307,2025-06-09,8713,VS,Virgin Atlantic,DEL,BLR,15:30:00,15:38:00,18:20:00,17:56:00,9,9,on_time
2308,2025-06-09,9058,JL,Japan Airlines,DEL,BLR,16:45:00,16:55:00,19:50:00,19:24:00,11,11,on_time
2309,2025-06-09,3650,KL,KLM,DEL,BLR,16:45:00,16:55:00,19:50:00,19:24:00,11,11,on_time
2310,2025-06-09,4207,QF,Qantas,DEL,BLR,16:45:00,16:55:00,19:50:00,19:24:00,11,11,on_time
2311,2025-06-09,8701,VS,Virgin Atlantic,DEL,BLR,16:45:00,16:55:00,19:50:00,19:24:00,11,11,on_time
2312,2025-06-09,2141,6E,IndiGo,DEL,BLR,16:45:00,16:55:00,19:50:00,19:24:00,11,11,on_time
2313,2025-06-09,2600,AI,Air India,DEL,BLR,17:00:00,17:04:00,19:50:00,19:36:00,5,5,on_time
2314,2025-06-09,2813,AI,Air India,DEL,BLR,18:00:00,18:20:00,21:05:00,20:49:00,21,21,delayed
2315,2025-06-09,9060,JL,Japan Airlines,DEL,BLR,18:00:00,18:06:00,21:00:00,20:38:00,7,7,on_time
2316,2025-06-09,4775,KL,KLM,DEL,BLR,18:00:00,18:06:00,21:00:00,20:38:00,7,7,on_time
2317,2025-06-09,5263,QF,Qantas,DEL,BLR,18:00:00,18:06:00,21:00:00,20:38:00,7,7,on_time
2318,2025-06-09,8723,VS,Virgin Atlantic,DEL,BLR,18:00:00,18:06:00,21:00:00,20:38:00,7,7,on_time
2319,2025-06-09,2327,6E,IndiGo,DEL,BLR,18:00:00,18:06:00,21:00:00,20:38:00,7,7,on_time
2320,2025-06-09,9064,JL,Japan Airlines,DEL,BLR,18:55:00,19:11:00,21:50:00,21:28:00,16,16,delayed
2321,2025-06-09,3646,KL,KLM,DEL,BLR,18:55:00,19:11:00,21:50:00,21:28:00,16,16,delayed
2322,2025-06-09,5046,QF,Qantas,DEL,BLR,18:55:00,19:11:00,21:50:00,21:28:00,16,16,delayed
2323,2025-06-09,8712,VS,Virgin Atlantic,DEL,BLR,18:55:00,19:11:00,21:50:00,21:28:00,16,16,delayed
2324,2025-06-09,2487,6E,IndiGo,DEL,BLR,18:55:00,19:11:00,21:50:00,21:28:00,16,16,delayed
2325,2025-06-09,6893,NH,ANA,DEL,BLR,19:25:00,20:07:00,22:15:00,22:34:00,43,19,delayed
2326,2025-06-09,2512,AI,Air India,DEL,BLR,19:25:00,20:07:00,22:15:00,22:34:00,43,19,delayed
2327,2025-06-09,2809,AI,Air India,DEL,BLR,20:00:00,20:21:00,23:00:00,22:50:00,22,22,delayed
2328,2025-06-09,3790,AF,Air France,DEL,BLR,20:15:00,20:44:00,23:15:00,23:25:00,29,10,on_time
2329,2025-06-09,9070,JL,Japan Airlines,DEL,BLR,20:15:00,20:44:00,23:15:00,23:25:00,29,10,on_time
2330,2025-06-09,4213,QF,Qantas,DEL,BLR,20:15:00,20:44:00,23:15:00,23:25:00,29,10,on_time
2331,2025-06-09,8719,VS,Virgin Atlantic,DEL,BLR,20:15:00,20:44:00,23:15:00,23:25:00,29,10,on_time
2332,2025-06-09,6515,6E,IndiGo,DEL,BLR,20:15:00,20:44:00,23:15:00,23:25:00,29,10,on_time
2333,2025-06-09,2807,AI,Air India,DEL,BLR,20:30:00,20:35:00,23:25:00,23:07:00,6,6,on_time
2334,2025-06-09,151,SG,SpiceJet,DEL,BLR,20:55:00,21:17:00,23:55:00,23:57:00,23,2,on_time
2335,2025-06-09,5525,LH,Lufthansa,DEL,BLR,21:35:00,22:42:00,00:30:00,01:01:00,67,31,delayed
2336,2025-06-09,2811,AI,Air India,BLR,BOM,00:10:00,00:15:00,02:00:00,01:41:00,6,6,on_time
2337,2025-06-09,1139,ET,Ethiopian Airlines,BLR,BOM,00:10:00,00:15:00,02:00:00,01:41:00,6,6,on_time
2338,2025-06-09,2858,AI,Air India,BLR,BOM,02:15:00,02:20:00,04:25:00,04:04:00,6,6,on_time
2339,2025-06-09,1736,QP,Akasa Air,BLR,BOM,03:25:00,03:34:00,05:15:00,05:04:00,10,10,on_time
2340,2025-06-09,5323,6E,IndiGo,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2341,2025-06-09,8011,MK,Air Mauritius,BLR,BOM,02:15:00,02:20:00,04:25:00,04:04:00,6,6,on_time
2342,2025-06-09,3365,AF,Air France,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2343,2025-06-09,8773,BA,British Airways,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2344,2025-06-09,9745,JL,Japan Airlines,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2345,2025-06-09,5077,QF,Qantas,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2346,2025-06-09,8345,VS,Virgin Atlantic,BLR,BOM,03:30:00,03:50:00,05:20:00,05:08:00,20,20,delayed
2347,2025-06-09,5193,JL,Japan Airlines,BLR,BOM,04:55:00,04:54:00,06:50:00,06:06:00,0,0,on_time
2348,2025-06-09,5053,QF,Qantas,BLR,BOM,04:55:00,04:54:00,06:50:00,06:06:00,0,0,on_time
2349,2025-06-09,8335,VS,Virgin Atlantic,BLR,BOM,04:55:00,04:54:00,06:50:00,06:06:00,0,0,on_time
2350,2025-06-09,5205,6E,IndiGo,BLR,BOM,04:55:00,04:54:00,06:50:00,06:06:00,0,0,on_time
2351,2025-06-09,1544,QP,Akasa Air,BLR,BOM,05:30:00,06:00:00,07:20:00,07:18:00,30,30,delayed
2352,2025-06-09,2402,AI,Air India,BLR,BOM,06:40:00,06:51:00,08:45:00,08:23:00,11,11,on_time
2353,2025-06-09,5192,JL,Japan Airlines,BLR,BOM,07:15:00,07:11:00,09:05:00,08:31:00,0,0,on_time
2354,2025-06-09,5061,QF,Qantas,BLR,BOM,07:15:00,07:11:00,09:05:00,08:31:00,0,0,on_time
2355,2025-06-09,8348,VS,Virgin Atlantic,BLR,BOM,07:15:00,07:11:00,09:05:00,08:31:00,0,0,on_time
2356,2025-06-09,5089,6E,IndiGo,BLR,BOM,07:15:00,07:11:00,09:05:00,08:31:00,0,0,on_time
2357,2025-06-09,1375,QP,Akasa Air,BLR,BOM,08:10:00,08:12:00,09:55:00,09:42:00,3,3,on_time
2358,2025-06-09,2846,AI,Air India,BLR,BOM,08:25:00,08:47:00,10:30:00,10:06:00,23,23,delayed
2359,2025-06-09,5520,LH,Lufthansa,BLR,BOM,06:40:00,06:51:00,08:45:00,08:23:00,11,11,on_time
2360,2025-06-09,8771,BA,British Airways,BLR,BOM,08:50:00,08:49:00,10:40:00,10:09:00,0,0,on_time
2361,2025-06-09,9751,JL,Japan Airlines,BLR,BOM,08:50:00,08:49:00,10:40:00,10:09:00,0,0,on_time
2362,2025-06-09,5051,QF,Qantas,BLR,BOM,08:50:00,08:49:00,10:40:00,10:09:00,0,0,on_time
2363,2025-06-09,8339,VS,Virgin Atlantic,BLR,BOM,08:50:00,08:49:00,10:40:00,10:09:00,0,0,on_time
2364,2025-06-09,5216,6E,IndiGo,BLR,BOM,08:50:00,08:49:00,10:40:00,10:09:00,0,0,on_time
2365,2025-06-09,2604,AI,Air India,BLR,BOM,09:10:00,09:09:00,11:10:00,10:23:00,0,0,on_time
2366,2025-06-09,9753,JL,Japan Airlines,BLR,BOM,10:10:00,10:18:00,12:00:00,11:40:00,9,9,on_time
2367,2025-06-09,5065,QF,Qantas,BLR,BOM,10:10:00,10:18:00,12:00:00,11:40:00,9,9,on_time
2368,2025-06-09,8337,VS,Virgin Atlantic,BLR,BOM,10:10:00,10:18:00,12:00:00,11:40:00,9,9,on_time
2369,2025-06-09,5051,6E,IndiGo,BLR,BOM,10:10:00,10:18:00,12:00:00,11:40:00,9,9,on_time
2370,2025-06-09,2852,AI,Air India,BLR,BOM,10:30:00,10:35:00,12:35:00,12:02:00,6,6,on_time
2371,2025-06-09,5011,6E,IndiGo,BLR,BOM,11:25:00,11:40:00,13:15:00,13:06:00,16,16,delayed
2372,2025-06-09,9755,JL,Japan Airlines,BLR,BOM,11:25:00,11:40:00,13:15:00,13:06:00,16,16,delayed
2373,2025-06-09,5057,QF,Qantas,BLR,BOM,11:25:00,11:40:00,13:15:00,13:06:00,16,16,delayed
2374,2025-06-09,8336,VS,Virgin Atlantic,BLR,BOM,11:25:00,11:40:00,13:15:00,13:06:00,16,16,delayed
2375,2025-06-09,9757,JL,Japan Airlines,BLR,BOM,12:40:00,13:23:00,14:30:00,14:53:00,43,23,delayed
2376,2025-06-09,5067,QF,Qantas,BLR,BOM,12:40:00,13:23:00,14:30:00,14:53:00,43,23,delayed
2377,2025-06-09,8343,VS,Virgin Atlantic,BLR,BOM,12:40:00,13:23:00,14:30:00,14:53:00,43,23,delayed
2378,2025-06-09,5069,6E,IndiGo,BLR,BOM,12:40:00,13:23:00,14:30:00,14:53:00,43,23,delayed
2379,2025-06-09,2630,AI,Air India,BLR,BOM,13:45:00,14:23:00,15:50:00,16:11:00,39,21,delayed
2380,2025-06-09,9761,JL,Japan Airlines,BLR,BOM,15:25:00,16:02:00,17:20:00,17:37:00,38,17,delayed
2381,2025-06-09,5069,QF,Qantas,BLR,BOM,15:25:00,16:02:00,17:20:00,17:37:00,38,17,delayed
2382,2025-06-09,8346,VS,Virgin Atlantic,BLR,BOM,15:25:00,16:02:00,17:20:00,17:37:00,38,17,delayed
2383,2025-06-09,5351,6E,IndiGo,BLR,BOM,15:25:00,16:02:00,17:20:00,17:37:00,38,17,delayed
2384,2025-06-09,5031,6E,IndiGo,BLR,BOM,16:50:00,17:19:00,18:40:00,18:35:00,29,29,delayed
2385,2025-06-09,2854,AI,Air India,BLR,BOM,17:55:00,18:10:00,20:05:00,19:25:00,15,15,on_time
2386,2025-06-09,5255,6E,IndiGo,BLR,BOM,18:00:00,18:57:00,20:05:00,20:17:00,57,12,on_time
2387,2025-06-09,5191,JL,Japan Airlines,BLR,BOM,16:50:00,17:19:00,18:40:00,18:35:00,29,29,delayed
2388,2025-06-09,5049,QF,Qantas,BLR,BOM,16:50:00,17:19:00,18:40:00,18:35:00,29,29,delayed
2389,2025-06-09,8334,VS,Virgin Atlantic,BLR,BOM,16:50:00,17:19:00,18:40:00,18:35:00,29,29,delayed
2390,2025-06-09,9869,LX,SWISS,BLR,BOM,18:45:00,18:48:00,21:00:00,20:07:00,4,4,on_time
2391,2025-06-09,4964,SQ,Singapore Airlines,BLR,BOM,18:45:00,18:48:00,21:00:00,20:07:00,4,4,on_time
2392,2025-06-09,2610,AI,Air India,BLR,BOM,18:45:00,18:48:00,21:00:00,20:07:00,4,4,on_time
2393,2025-06-09,5376,6E,IndiGo,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
2394,2025-06-09,4874,SQ,Singapore Airlines,BLR,BOM,17:55:00,18:10:00,20:05:00,19:25:00,15,15,on_time
2395,2025-06-09,9765,JL,Japan Airlines,BLR,BOM,18:00:00,18:57:00,20:05:00,20:17:00,57,12,on_time
2396,2025-06-09,3675,KL,KLM,BLR,BOM,18:00:00,18:57:00,20:05:00,20:17:00,57,12,on_time
2397,2025-06-09,5073,QF,Qantas,BLR,BOM,18:00:00,18:57:00,20:05:00,20:17:00,57,12,on_time
2398,2025-06-09,8342,VS,Virgin Atlantic,BLR,BOM,18:00:00,18:57:00,20:05:00,20:17:00,57,12,on_time
2399,2025-06-09,2864,AI,Air India,BLR,BOM,19:45:00,19:52:00,21:50:00,21:10:00,7,7,on_time
2400,2025-06-09,2850,AI,Air India,BLR,BOM,20:25:00,20:37:00,22:35:00,22:07:00,12,12,on_time
2401,2025-06-09,8772,BA,British Airways,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
2402,2025-06-09,9767,JL,Japan Airlines,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
2403,2025-06-09,4763,KL,KLM,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
2404,2025-06-09,5075,QF,Qantas,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
2405,2025-06-09,8347,VS,Virgin Atlantic,BLR,BOM,19:15:00,20:26:00,21:15:00,21:51:00,72,36,delayed
